,Unnamed: 0,Unnamed: 0.1,title,address,categoryName,lat,lon,totalScore,reviewsCount,price,price_cont,our_rating,star_nr,categories_tuple,geometry,index_right,neighbourhood,neighbourhood_group,final_categories
84,84,9123,Lady Su,"Schloßstraße 34, 12163 Berlin, Germany",Plus size clothing store,52.4580883,13.3204417,4.4,14,,,4.67,30,"('Plus Size Clothing Shop', 'Dress Shop', ""Ladies' Clothes Shop"")",POINT (13.31474072178423 52.46150085270967),50,Schloßstr.,Steglitz - Zehlendorf,"[""Women's clothing store"", 'Plus size clothing store']"
85,85,9135,Cecil Retail GmbH,"Schloßstraße 33-36, 12163 Berlin, Germany",Women's clothing store,52.4578797,13.3203924,4.5,18,,,4.17,30,"(""Women's clothing store"", 'Clothing store', 'Store')",POINT (13.314691439281804 52.461292228787165),50,Schloßstr.,Steglitz - Zehlendorf,"[""Women's clothing store"", 'General clothing store']"
86,86,9165,TOM TAILOR,"Das Schloß, Schloßstraße 34, 12163 Berlin, Germany",Clothing store,52.457979,13.3210808,4.4,34,,,4.58,76,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.315379958387624 52.46139157222567),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
87,87,9222,TOM TAILOR,"Das Schloß, Schloßstraße 34, 12163 Berlin, Germany",Clothing store,52.457979,13.3210808,4.4,34,,,4.58,76,"('Clothing Shop', ""Men's Clothes Shop"", ""Ladies' Clothes Shop"")",POINT (13.315379958387624 52.46139157222567),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
88,88,9241,Tommy Hilfiger,"Schloßstraße 34, 12163 Berlin, Germany",Clothing store,52.4574732,13.3200992,4.2,73,,,3.9,106,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.314398235599334 52.460885672667224),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
89,89,9347,Street One Retail GmbH,"Schloßstraße 33-36, 12163 Berlin, Germany",Women's clothing store,52.457883,13.320886,4.2,14,,,4.56,45,"(""Women's clothing store"",)",POINT (13.315185133454422 52.461295552920305),50,Schloßstr.,Steglitz - Zehlendorf,"[""Women's clothing store""]"
90,90,9374,Street One Retail GmbH,"Schloßstraße 33-36, 12163 Berlin, Germany",Women's clothing store,52.457883,13.320886,4.2,14,,,4.56,45,"(""Ladies' Clothes Shop"",)",POINT (13.315185133454422 52.461295552920305),50,Schloßstr.,Steglitz - Zehlendorf,"[""Women's clothing store""]"
91,91,9392,JACK & JONES,"Schloßstraße 34, 12163 Berlin, Germany",Men's clothing store,52.4575905,13.3203174,4.0,45,,,4.06,165,"(""Men's clothing store"", 'Boutique', 'Clothing store', 'Jeans shop', 'Fashion accessories store', 'Formal wear store', 'Outerwear store', 'T-shirt store')",POINT (13.314616462265105 52.46100299530074),50,Schloßstr.,Steglitz - Zehlendorf,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
92,92,9491,JACK & JONES,"Schloßstraße 34, 12163 Berlin, Germany",Men's clothing store,52.4575905,13.3203174,4.0,45,,,4.06,165,"(""Men's Clothes Shop"", 'Boutique', 'Clothing Shop', 'Jeans shop', 'Fashion accessories shop', 'Formal Wear Shop', 'Outerwear Shop', 'T-shirt Shop')",POINT (13.314616462265105 52.46100299530074),50,Schloßstr.,Steglitz - Zehlendorf,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
93,93,9557,Boutique Vesti bene (Altstadt Spandau),"Moritzstraße 2, 13597 Berlin, Germany",Clothing store,52.5378645,13.2033065,5.0,7,,,5.0,12,"('Clothing store',)",POINT (13.197572714504215 52.54127962841124),115,Spandau Mitte,Spandau,['General clothing store']
94,94,9569,Lilakind Berlin,"Brunsbütteler Damm 51-53, 13581 Berlin, Germany",Children's clothing store,52.533395,13.1903292,5.0,6,,,5.0,12,"(""Children's clothing store"",)",POINT (13.184593508210463 52.53680903845713),115,Spandau Mitte,Spandau,"[""Children's clothing store""]"
95,95,9581,TAKKO FASHION Berlin,"Markt 6-8, 13597 Berlin, Germany",Clothing store,52.537239,13.2053542,4.1,180,,,4.33,78,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", ""Women's clothing store"")",POINT (13.199620888738089 52.5406541630597),115,Spandau Mitte,Spandau,"[""Men's clothing store"", ""Women's clothing store"", ""Children's clothing store"", 'General clothing store']"
96,96,9659,Fairkaufhaus Berlin,"Altonaer Str. 6-8, 13581 Berlin, Germany",Clothing store,52.5316823,13.1961007,4.2,185,,,4.04,56,"('Clothing store',)",POINT (13.190366338078606 52.535096441398714),52,Wilhelmstadt,Spandau,['General clothing store']
97,97,9715,OKAIDI,"Klosterstraße 3 Spandau Arcaden, 13581 Berlin, Germany",Children's clothing store,52.5339666,13.19592,4.2,10,,,3.0,4,"(""Children's clothing store"", 'Baby store')",POINT (13.19018530580914 52.537380968347165),115,Spandau Mitte,Spandau,"['Baby clothing store', ""Children's clothing store""]"
98,98,9719,Walbusch - Filiale Berlin Spandau,"Spandau Arcaden, Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.5337662,13.1977497,4.4,55,,,4.68,50,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.192015382793501 52.5371806363193),115,Spandau Mitte,Spandau,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
99,99,9769,C&A,"Carl-Schurz-Straße 12, 13597 Berlin, Germany",Clothing store,52.5358275,13.2015736,4.2,1709,,,4.36,75,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.195839747558024 52.5392423342717),115,Spandau Mitte,Spandau,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
100,100,9819,C&A,"Carl-Schurz-Straße 12, 13597 Berlin, Germany",Clothing store,52.5358275,13.2015736,4.2,1708,,,4.36,75,"('Clothing store', 'Dress store', ""Men's clothing store"", 'Outerwear store', ""Women's clothing store"")",POINT (13.195839747558024 52.5392423342717),115,Spandau Mitte,Spandau,"['Sportswear store', ""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
101,101,9844,Peek & Cloppenburg,"Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.5339618,13.1955795,4.0,576,,,3.29,76,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"", 'Tuxedo shop', ""Women's clothing store"")",POINT (13.189844741138867 52.5373761513538),115,Spandau Mitte,Spandau,"[""Men's clothing store"", ""Women's clothing store"", 'Formal wear store', ""Children's clothing store"", 'General clothing store']"
102,102,9920,Calzedonia,"Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.5337864,13.1962484,3.7,30,,,3.25,60,"('Clothing store', ""Children's clothing store"", 'Swimwear store')",POINT (13.19051379226399 52.53720076566505),115,Spandau Mitte,Spandau,"['Swimwear store', ""Children's clothing store"", 'General clothing store']"
103,103,9980,Hallhuber,"Klosterstraße 3, 13581 Berlin, Germany",Women's clothing store,52.5340124,13.1961152,4.1,17,,,3.9,20,"(""Women's clothing store"", 'Clothing store', 'Store')",POINT (13.19038053727399 52.537426782530844),115,Spandau Mitte,Spandau,"[""Women's clothing store"", 'General clothing store']"
104,104,10000,VERO MODA,"Klosterstraße 3, 13581 Berlin, Germany",Women's clothing store,52.5338152,13.1969884,4.2,11,,,4.8,10,"(""Women's clothing store"", 'Clothing store')",POINT (13.191253930417629 52.53722960449051),115,Spandau Mitte,Spandau,"[""Women's clothing store"", 'General clothing store']"
105,105,10010,NEW YORKER,"Klosterstraße 3 Spandau Arcaden, 13581 Berlin, Germany",Clothing store,52.534124,13.1953183,4.1,688,,,4.16,86,"('Clothing store',)",POINT (13.189583469915366 52.5375383554342),115,Spandau Mitte,Spandau,['General clothing store']
106,106,10096,Esprit,"Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.53365,13.1962429,4.2,56,,,4.21,48,"('Clothing store',)",POINT (13.190508308981464 52.53706435132427),115,Spandau Mitte,Spandau,['General clothing store']
107,107,10144,Street One Retail GmbH,"Klosterstraße 3, 13581 Berlin, Germany",Women's clothing store,52.5336449,13.1977043,4.3,12,,,4.38,24,"(""Women's clothing store"",)",POINT (13.191969989891236 52.53705932160336),115,Spandau Mitte,Spandau,"[""Women's clothing store""]"
108,108,10168,Betty Barclay,"Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.5337172,13.195874,4.5,16,,,4.33,27,"('Clothing store',)",POINT (13.190139329484076 52.53713154038434),115,Spandau Mitte,Spandau,['General clothing store']
109,109,10195,engbers,"13581 Berlin, Germany",Men's clothing store,52.5333503,13.1978294,4.8,31,,,4.81,62,"(""Men's clothing store"", 'Clothing store', 'E-commerce service')",POINT (13.192095152263448 52.53676469726601),115,Spandau Mitte,Spandau,"[""Men's clothing store"", 'General clothing store']"
110,110,10257,JACK & JONES,"Klosterstraße 3, 13581 Berlin, Germany",Men's clothing store,52.5343325,13.1936692,4.1,47,,,4.24,102,"(""Men's clothing store"", 'Boutique', 'Clothing store', 'Jeans shop', 'Fashion accessories store', 'Formal wear store', 'Outerwear store', 'T-shirt store')",POINT (13.187934026509948 52.5377467970411),115,Spandau Mitte,Spandau,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
111,111,10359,The North Face Berlin Bikini,"Bikini Center, Budapester Str. 38-50, 10787 Berlin, Germany",Clothing store,52.5057569,13.3346779,4.0,221,,,3.03,279,"('Clothing store', 'Sportswear store')",POINT (13.328973487005669 52.50917506245878),103,Otto-Suhr-Allee,Charlottenburg-Wilm.,"['Sportswear store', 'General clothing store']"
112,112,10638,H&M,"Klosterstraße 3, 13581 Berlin, Germany",Clothing store,52.5338409,13.1974178,3.9,341,€,1.0,3.11,329,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"")",POINT (13.191683409413521 52.53725532794682),115,Spandau Mitte,Spandau,"[""Men's clothing store"", ""Children's clothing store"", 'General clothing store']"
113,113,10967,H&M,"Döberitzer Weg 3, 14624 Dallgow-Döberitz, Germany",Clothing store,52.5303551,13.0837023,4.0,141,€,1.0,4.0,250,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"")",POINT (13.077946569743236 52.5337636485582),48,Heerstraße Nord,Spandau,"[""Men's clothing store"", ""Children's clothing store"", 'General clothing store']"
114,113,10967,H&M,"Döberitzer Weg 3, 14624 Dallgow-Döberitz, Germany",Clothing store,52.5303551,13.0837023,4.0,141,€,1.0,4.0,250,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"")",POINT (13.077946569743236 52.5337636485582),47,Brunsbütteler Damm,Spandau,"[""Men's clothing store"", ""Children's clothing store"", 'General clothing store']"
115,114,11217,mister*lady,"Stern-Center 1-10, 14480 Potsdam, Germany",Clothing store,52.371149,13.135025,4.4,49,,,4.41,22,"('Clothing store', 'Fashion accessories store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.129299787875663 52.37454361656457),60,Zehlendorf  Südwest,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'General clothing store']"
116,115,11239,H&M,"Schloßstraße 15, 12163 Berlin, Germany",Clothing store,52.462696,13.323296,3.7,200,€,1.0,3.38,385,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"")",POINT (13.317594973594167 52.46610916621688),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Children's clothing store"", 'General clothing store']"
117,116,11624,H&M,"Schloßstraße 34-36, 12163 Berlin, Germany",Clothing store,52.4575603,13.3206519,3.6,149,€,1.0,2.87,240,"('Clothing store', ""Children's clothing store"", 'Fashion accessories store', ""Men's clothing store"")",POINT (13.314951030272791 52.46097280830483),50,Schloßstr.,Steglitz - Zehlendorf,"[""Men's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'General clothing store']"
118,117,11864,H&M,"Brandenburger Str. 21, 14467 Potsdam, Germany",Clothing store,52.4002841,13.0544481,4.0,499,€,1.0,3.99,226,"('Clothing store', ""Children's clothing store"", 'Fashion accessories store', ""Men's clothing store"")",POINT (13.048703726169302 52.40367781275327),60,Zehlendorf  Südwest,Steglitz - Zehlendorf,"[""Men's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'General clothing store']"
119,118,11894,H&M,"Brandenburger Str. 21, 14467 Potsdam, Germany",Clothing store,52.4002841,13.0544481,4.0,498,€,1.0,3.99,226,"('Clothing store', ""Children's clothing store"", 'Fashion accessories store', ""Men's clothing store"")",POINT (13.048703726169302 52.40367781275327),60,Zehlendorf  Südwest,Steglitz - Zehlendorf,"[""Men's clothing store"", 'Fashion accessories store', ""Children's clothing store"", 'General clothing store']"
120,119,12090,H&M,"Stern-Center 1-10, 14480 Potsdam, Germany",Clothing store,52.3708,13.134775,3.9,195,€,1.0,3.32,62,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"")",POINT (13.129049785269215 52.37419456843623),60,Zehlendorf  Südwest,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Children's clothing store"", 'General clothing store']"
121,120,12152,H&M,"Teltower Damm 35, 14169 Berlin, Germany",Clothing store,52.43158,13.2596469,4.0,144,€,1.0,3.82,136,"('Clothing store', ""Children's clothing store"", ""Men's clothing store"")",POINT (13.253937702140401 52.43498688217175),56,Teltower Damm,Steglitz - Zehlendorf,"[""Men's clothing store"", ""Children's clothing store"", 'General clothing store']"
122,121,12288,Shoeting,"Bergmannstraße 8, 10961 Berlin, Germany",Clothing store,52.489428,13.3891221,4.1,9,,,3.83,30,"('Clothing store',)",POINT (13.38343024585995 52.49284709767933),24,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,['General clothing store']
123,122,12318,Desigual,"Leipziger Pl. 12-13, 10117 Berlin, Germany",Clothing store,52.509966,13.3798459,4.4,244,,,4.09,297,"('Clothing store', ""Men's clothing store"", ""Women's clothing store"")",POINT (13.374149611549962 52.513386773165934),111,Tiergarten Süd,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'General clothing store']"
124,123,12615,ZebraClub Viktoria,"Nostitzstraße 36, 10961 Berlin, Germany",Women's clothing store,52.4897786,13.3904891,5.0,1,,,5.0,4,"(""Women's clothing store"", ""Men's clothing store"", 'Shoe store')",POINT (13.384797462931985 52.49319779967014),24,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,"[""Men's clothing store"", ""Women's clothing store"", 'Footwear store']"
125,124,12619,JACK & JONES,"Leipziger Pl. 12, 10117 Berlin, Germany",Men's clothing store,52.510111,13.3795904,4.4,122,,,4.03,277,"(""Men's clothing store"", 'Boutique', 'Clothing store', 'Jeans shop', 'Fashion accessories store', 'Formal wear store', 'Outerwear store', 'T-shirt store')",POINT (13.373894043748464 52.513531775846275),111,Tiergarten Süd,Mitte,"['Sportswear store', ""Men's clothing store"", 'Fashion accessories store', 'Formal wear store', 'T-shirt store', 'Jeans store', 'General clothing store']"
126,125,12896,Tommy Jeans,"Leipziger Pl. 12, 10117 Berlin, Germany",Clothing store,52.5102381,13.3805227,4.3,29,,,4.31,290,"('Clothing store',)",POINT (13.374826506297172 52.51365893385645),111,Tiergarten Süd,Mitte,['General clothing store']
127,126,13186,Checkpoint & Cinema,"Mehringdamm 41, 10961 Berlin, Germany",Used clothing store,52.4923135,13.3878406,4.3,76,,,4.29,84,"('Used clothing store', 'Clothing store')",POINT (13.382148127320985 52.49573283415703),24,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,"['Second hand clothing store', 'General clothing store']"
128,127,13270,Bershka,"Leipziger Pl. 12-13, 10117 Berlin, Germany",Clothing store,52.510025,13.379599,3.5,630,,,2.57,300,"('Clothing store', 'Dress store', 'Fashion accessories store', ""Men's clothing store"", 'Shoe store', 'Western apparel store', ""Women's clothing store"")",POINT (13.37390265652055 52.513445767375664),111,Tiergarten Süd,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'Footwear store', 'General clothing store']"
129,128,13330,Bershka,"Leipziger Pl. 12-13, 10117 Berlin, Germany",Clothing store,52.510025,13.379599,3.5,629,,,2.57,300,"('Clothing store', 'Dress store', 'Fashion accessories store', ""Men's clothing store"", 'Shoe store', 'Western apparel store', ""Women's clothing store"")",POINT (13.37390265652055 52.513445767375664),111,Tiergarten Süd,Mitte,"[""Men's clothing store"", ""Women's clothing store"", 'Fashion accessories store', 'Footwear store', 'General clothing store']"
130,129,13570,Allet Schick - Secondhand & Vintage - Berlin,"Bergmannstraße 90, 10961 Berlin, Germany",Clothing store,52.4893739,13.3929483,4.5,37,,,4.36,110,"('Clothing store', 'Sunglasses store', 'Used clothing store', 'Vintage clothing store')",POINT (13.387257187131334 52.49279317615848),24,Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,"['Second hand clothing store', 'Vintage clothing store', 'Optical store', 'General clothing store']"
131,130,13680,H&M,"Leipziger Pl. 12, 10117 Berlin, Germany",Clothing store,52.5107153,13.3815373,4.1,1349,€,1.0,4.03,380,"('Clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"")",POINT (13.375841239377328 52.5141362319959),111,Tiergarten Süd,Mitte,"[""Men's clothing store"", ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
132,131,13756,H&M,"Leipziger Pl. 12, 10117 Berlin, Germany",Clothing store,52.5107153,13.3815373,4.1,1348,€,1.0,4.03,380,"('Clothing store', ""Children's clothing store"", 'Home goods store', ""Men's clothing store"")",POINT (13.375841239377328 52.5141362319959),111,Tiergarten Süd,Mitte,"[""Men's clothing store"", ""Children's clothing store"", 'Home supplies store', 'General clothing store']"
